fact_id,ontvanger,jaar,bedrag,descriptor,type
INSTR-001,Sociale Verzekeringsbank,2024,27828000000,Rijksbijdrage vermogenstekort ouderdomsfonds,Bijdrage aan ZBOs en RWTs
INSTR-002,Sociale Verzekeringsbank,2022,17612000000,RB VERMOGENSTEK OF,Bijdrage B&S Fondsen
INSTR-003,Sociale Verzekeringsbank,2023,17543400000,Rijksbijdrage vermogenstekort ouderdomsfonds,Bijdrage aan ZBOs en RWTs
INSTR-004,Zorginstituut Nederland,2024,15550000000,BEK Bijdr Wlz,Bekostiging
INSTR-005,Zorginstituut Nederland,2023,14449325000,Afsluiting AFBZ,Bekostiging
INSTR-006,TenneT Holding B.V.,2024,13100000000,Lening TenneT,Leningen
INSTR-007,Zorginstituut Nederland,2023,9650000000,Bijdr Wlz,Bekostiging
INSTR-008,Geanonimiseerde ontvanger(s) van Inkomensoverdrachten voor Zorgtoeslag,2023,8391128000,Zorgtoeslag,Inkomensoverdrachten
INSTR-009,Politie,2023,7276336000,Bijdrage ZBO's/RWT's: Politie,Bijdrage aan ZBOs en RWTs
INSTR-010,Politie,2022,7089791000,Politie,Bijdragen aan ZBOs/RWTs
INSTR-011,Geanonimiseerde ontvanger(s) van Inkomensoverdrachten voor INK Zorgtoeslag,2024,7043866000,INK Zorgtoeslag,Inkomensoverdrachten
INSTR-012,Zorginstituut Nederland,2024,5302200000,BEK Bijdrage Kosten Korting (BIKK),Bekostiging
INSTR-013,Belastingdienst/Toeslagen,2024,5096982000,Uitkeringslasten WKB,Inkomensoverdrachten
INSTR-014,Invoerrechten,2022,4991221000,Invoerrechten,Bijdrage (inter)nationale orgs
INSTR-015,Belastingdienst/Toeslagen,2024,4937612000,Uitkeringslasten KOT,Inkomensoverdrachten
INSTR-016,BNI-afdrachten,2022,4897609000,BNI-afdrachten,Bijdrage (inter)nationale orgs
INSTR-017,Zorginstituut Nederland,2023,4823800000,Bijdrage Kosten Korting (BIKK),Bekostiging
INSTR-018,Sociale Verzekeringsbank,2024,4625128000,Uitkeringslasten AKW,Inkomensoverdrachten
INSTR-019,Invoerrechten,2023,4526754000,Invoerrechten,Bijdrage aan (inter-)nationale organisaties
INSTR-020,Uitvoeringsinstituut werknemersverzekeringen,2024,4378700000,Uitkeringslasten WAJONG,Inkomensoverdrachten
INSTR-021,Belastingdienst/Toeslagen,2023,4377463000,Uitkeringslasten KOT,Inkomensoverdrachten
INSTR-022,Sociale Verzekeringsbank,2023,4369419000,Uitkeringslasten AKW,Inkomensoverdrachten
INSTR-023,Ministerie van Financien,2022,4298568000,Huurtoeslag,Inkomensoverdrachten
INSTR-024,BNI-afdrachten,2023,4222901000,BNI-afdrachten,Bijdrage aan (inter-)nationale organisaties
INSTR-025,Belastingdienst/Toeslagen,2022,4104209000,UITKL KOT,Inkomensoverdrachten
INSTR-026,Uitvoeringsinstituut werknemersverzekeringen,2023,4064100000,Uitkeringslasten Wajong,Inkomensoverdrachten
INSTR-027,Sociale Verzekeringsbank,2022,3935400000,UITKERINGSLASTEN AKW,Inkomensoverdrachten
INSTR-028,Centraal Bureau COA,2024,3926875000,COA,Bijdrage aan ZBOs en RWTs
INSTR-029,Belastingdienst/Toeslagen,2023,3810605000,Uitkeringslasten WKB,Inkomensoverdrachten
INSTR-030,Uitvoeringsinstituut werknemersverzeke-,2022,3640393000,UITKL WAJONG,Inkomensoverdrachten
INSTR-031,Zorginstituut Nederland,2024,3303300000,BEK Rijksbijdrage 18-,Bekostiging
INSTR-032,Zorginstituut Nederland,2023,3078200000,Rijksbijdrage 18-,Bekostiging
INSTR-033,Sociale Verzekeringsbank,2024,3066400000,Rijksbijdrage BIKK AOW,Bijdrage aan ZBOs en RWTs
INSTR-034,Belastingdienst/Toeslagen,2022,2897452000,UITKERINGSLASTEN WKB,Inkomensoverdrachten
INSTR-035,Sociale Verzekeringsbank,2023,2802100000,Rijksbijdrage bikk AOW,Bijdrage aan ZBOs en RWTs
INSTR-036,Gemeente Amsterdam,2024,2703073000,Algemene uitkering,Bijdrage aan medeoverheden
INSTR-037,Begrotingsreserve,2022,2626555000,Storting in begrotingsreserve Duurzame Energie (SE),Storting begrotingsreserve
INSTR-038,Geanonimiseerde ontvanger(s) van Leningen voor Rentedragende lening (NR),2022,2600352000,Rentedragende lening (NR),Leningen
INSTR-039,Centraal Orgaan opvang asielzoekers (COA),2023,2546953000,Bijdrage ZBO's/RWT's: COA,Bijdrage aan ZBOs en RWTs
INSTR-040,Interne overboeking,2022,2486783000,Onderzoeksdeel wo,Bekostiging
INSTR-041,Sociale Verzekeringsbank,2022,2420700000,RB BIKK AOW,Bijdrage B&S Fondsen
INSTR-042,Gemeente Amsterdam,2022,2405736000,Algemene uitkering,Bijdrage aan medeoverheden
INSTR-043,Gemeente Rotterdam,2024,2053954000,Algemene uitkering,Bijdrage aan medeoverheden
INSTR-044,ProRail B.V.,2023,2050706000,Subsidieregeling taakuitoefening beheerders van de HSWI,Bijdrage aan ZBOs en RWTs
INSTR-045,Gemeente Rotterdam,2023,1937054000,Algemene uitkering en aanvullende uitkeringen,Bijdrage aan medeoverheden
INSTR-046,Geanonimiseerde ontvanger(s) van Leningen voor Rentedragende lening (NR),2023,1899590000,Rentedragende lening (NR),Leningen
INSTR-047,Gemeente Rotterdam,2022,1830192000,Algemene uitkering,Bijdrage aan medeoverheden
INSTR-048,Gemeente 's-Gravenhage,2024,1624232000,Algemene uitkering,Bijdrage aan medeoverheden
INSTR-049,TenneT Holding B.V.,2023,1602000000,Kapitaaluitbr.TenneT,Vermogensverschaffing/-onttrekking 
INSTR-050,Centraal Bureau COA,2022,1570085000,COA,Bijdragen aan ZBOs/RWTs
INSTR-051,Gemeente 's-Gravenhage,2023,1552228000,Algemene uitkering en aanvullende uitkeringen,Bijdrage aan medeoverheden
INSTR-052,Gemeente 's-Gravenhage,2022,1468517000,Algemene uitkering,Bijdrage aan medeoverheden
INSTR-053,BTW-afdrachten,2024,1467433000,BTW-afdrachten,Bijdrage aan (inter-)nationale organisaties
INSTR-054,Dienst Justitiële Inrichtingen,2023,1418685000,Bijdrage Agentschappen: DJI-gevangeniswezen,Bijdrage aan agentschappen
INSTR-055,BTW-afdrachten,2023,1409352000,BTW-afdrachten,Bijdrage aan (inter-)nationale organisaties
INSTR-056,Dienst Justitiële Inrichtingen,2022,1373659000,DJI-gevangeniswezen,Bijdrage Agentschappen
INSTR-057,Raad voor de Rechtspraak,2023,1326134000,Bijdrage medeoverheden: Raad voor de rechtspraak,Bijdrage aan medeoverheden
INSTR-058,Dienst Justitiële Inrichtingen,2023,1253199000,Bijdrage Agentschappen: DJI-Forensische zorg,Bijdrage aan agentschappen
INSTR-059,BTW-afdrachten,2022,1245232000,BTW-afdrachten,Bijdrage (inter)nationale orgs
INSTR-060,Geanonimiseerde ontvanger(s) van Leningen voor Rentedragende lening (NR),2024,1239412000,Rentedragende lening (NR),Leningen
INSTR-061,TenneT Holding B.V.,2022,1230000000,Kap.uitbr. Tennet,Vermogenverschaffing
INSTR-062,Raad voor de Rechtspraak,2022,1229945000,Raad voor de rechtspraak,Bijdragen aan medeoverheden
INSTR-063,Geanonimiseerde ontvanger(s) van Leningen voor Basisbeurs prestatiebeurs (NR),2024,1209060000,Basisbeurs prestatiebeurs (NR),Leningen
INSTR-064,Uitvoeringsinstituut werknemersverzeke-,2022,1208260000,NOW,Subsidies
INSTR-065,Dienst Justitiële Inrichtingen,2022,1174876000,DJI-Forensische zorg,Bijdrage Agentschappen
INSTR-066,Uitvoeringsinstituut werknemersverzekeringen,2024,1155793000,Tijdelijke noodmaatregel overbrugg voor werkbehoud,Subsidies (regelingen)
INSTR-067,EBN B.V.,2022,1000000000,Lening EBN t.b.v. Bergermeer,Leningen
INSTR-068,Geanonimiseerde ontvanger(s) van Leningen voor Reisvoorziening (NR),2022,974265000,Reisvoorziening (NR),Leningen
INSTR-069,Commissariaat voor de Media,2024,959044000,Landelijke publieke omroep,Bekostiging
INSTR-070,Vattenfall Sales Nederland N.V.,2023,958565000,Subsidie prijsplafond energieleveranciers,Subsidies (regelingen)
INSTR-071,Commissariaat voor de Media,2023,957047000,Landelijke publieke omroep,Bekostiging
INSTR-072,Commissariaat voor de Media,2022,852640000,Landelijke publieke omroep,Bekostiging
INSTR-073,Gemeente Utrecht,2024,851132000,Algemene uitkering,Bijdrage aan medeoverheden
INSTR-074,Geanonimiseerde ontvanger(s) van Inkomensoverdrachten voor Reisvoorziening gift (R),2022,845408000,Reisvoorziening gift (R),Inkomensoverdrachten
INSTR-075,Universiteit Utrecht,2024,832481000,Onderwijsdeel wo,Bekostiging
INSTR-076,Immigratie- en Naturalisatiedienst,2024,805163000,IND,Bijdrage aan agentschappen
INSTR-077,Gemeente Utrecht,2023,803640000,Algemene uitkering en aanvullende uitkeringen,Bijdrage aan medeoverheden
INSTR-078,Universiteit Utrecht,2023,798407000,Onderwijsdeel wo,Bekostiging
INSTR-079,Universiteit van Amsterdam,2024,789439000,Onderwijsdeel wo,Bekostiging
INSTR-080,Interne overboeking,2022,787747000,Ondersteuning geneeskundig onderwijs en onderzoek,Bekostiging
INSTR-081,Geanonimiseerde ontvanger(s) van Inkomensoverdrachten voor Aanvullende beurs gift (R),2024,785246000,Aanvullende beurs gift (R),Inkomensoverdrachten
INSTR-082,Geanonimiseerde ontvanger(s) van Subsidies voor Regeling subsidie financiering vaste lasten MKB COVID-19,2022,780476000,Regeling subsidie financiering vaste lasten MKB COVID-19,Subsidies
INSTR-083,Immigratie- en Naturalisatiedienst,2023,774066000,Bijdrage Agentschappen: IND,Bijdrage aan agentschappen
INSTR-084,Universiteit Utrecht,2022,751331000,Onderwijsdeel wo,Bekostiging
INSTR-085,Universiteit van Amsterdam,2023,749111000,Onderwijsdeel wo,Bekostiging
INSTR-086,Gemeente Utrecht,2022,745823000,Algemene uitkering,Bijdrage aan medeoverheden
INSTR-087,NS Reizigers B.V.,2023,744617000,Reisvoorziening gift (R),Inkomensoverdrachten
INSTR-088,Geanonimiseerde ontvanger(s) van Inkomensoverdrachten voor Aanvullende beurs gift (R),2023,715957000,Aanvullende beurs gift (R),Inkomensoverdrachten
INSTR-089,Geanonimiseerde ontvanger(s) van Inkomensoverdrachten voor Aanvullende beurs gift (R),2022,714951000,Aanvullende beurs gift (R),Inkomensoverdrachten
INSTR-090,Rijksuniversiteit Groningen,2024,714661000,Onderwijsdeel wo,Bekostiging
INSTR-091,Universiteit van Amsterdam,2022,709422000,Onderwijsdeel wo,Bekostiging
INSTR-092,Geanonimiseerde ontvanger(s) van Bijdrage aan ZBOs en RWTs voor Bijdrage aan ACM,2023,707005000,Bijdrage aan ACM,Bijdrage aan ZBOs en RWTs
INSTR-093,Gemeente Amsterdam,2024,704953000,Gebundeld inkomensdeel aan gemeenten,Inkomensoverdrachten
INSTR-094,Gemeente Oldambt,2023,699868000,Algemene uitkering en aanvullende uitkeringen,Bijdrage aan medeoverheden
INSTR-095,NS Reizigers B.V.,2022,696625000,Wet personenvervoer,Subsidies
INSTR-096,Geanonimiseerde ontvanger(s) van ZBO ACM voor Bijdrage aan ACM,2022,694600000,Bijdrage aan ACM,ZBO ACM
INSTR-097,Eneco Consumenten,2023,689394000,Subsidie prijsplafond energieleveranciers,Subsidies (regelingen)
INSTR-098,Rijksuniversiteit Groningen,2023,688728000,Onderwijsdeel wo,Bekostiging
INSTR-099,Vattenfall Sales Nederland N.V.,2022,684672000,Tijdelijke overbruggingsregeling compensatie energieprijzen kleinverbruikers 2022,Subsidies
INSTR-100,Essent Retail Energie B.V.,2023,667228000,Subsidie prijsplafond energieleveranciers,Subsidies (regelingen)
INSTR-101,Gemeente Amsterdam,2023,654435000,Gebundeld inkomensdeel aan gemeenten,Inkomensoverdrachten
INSTR-102,Nederlandse organisatie voor,2024,646358000,NWO,Bekostiging
INSTR-103,Universiteit Leiden,2024,644039000,Onderwijsdeel wo,Bekostiging
INSTR-104,Technische Universiteit Delft,2024,641950000,Onderwijsdeel wo,Bekostiging
INSTR-105,ProRail B.V.,2023,640367000,Besluit Infrastructuurfonds,Bijdrage aan ZBOs en RWTs
INSTR-106,Rijksuniversiteit Groningen,2022,636922000,Onderwijsdeel wo,Bekostiging
INSTR-107,Ons Middelbaar Onderwijs,2024,624740000,Bekostiging voortgezet onderwijs lumpsum,Bekostiging
INSTR-108,Universiteit Leiden,2023,621166000,Onderwijsdeel wo,Bekostiging
INSTR-109,Technische Universiteit Delft,2023,615414000,Onderwijsdeel wo,Bekostiging
INSTR-110,Het College van Bestuur van de Vrije Universiteit,2024,612636000,Onderwijsdeel wo,Bekostiging
INSTR-111,Gemeente Groningen,2024,612481000,Algemene uitkering,Bijdrage aan medeoverheden
INSTR-112,NS-Reizigers (NS),2022,612016000,Reisvoorziening bijdrage aan vervoersbedrijven (R),Inkomensoverdrachten
INSTR-113,Geanonimiseerde ontvanger(s) van Leningen voor Aanvullende beurs prestatiebeurs (NR),2022,604903000,Aanvullende beurs prestatiebeurs (NR),Leningen
INSTR-114,Gemeente Amsterdam,2022,599243000,BUIG,Inkomensoverdrachten
INSTR-115,Metropoolregio Rotterdam Den Haag,2023,594192000,Brede doeluitkering verkeer en vervoer Vervoerregio`s,Subsidies (regelingen)
INSTR-116,Universiteit Leiden,2022,589382000,Onderwijsdeel wo,Bekostiging
INSTR-117,Nederlandse organisatie voor,2023,589305000,NWO,Bekostiging
INSTR-118,Stichting VU,2023,585857000,Onderwijsdeel wo,Bekostiging
INSTR-119,Ons Middelbaar Onderwijs,2023,581089000,Bekostiging voortgezet onderwijs lumpsum,Bekostiging
INSTR-120,Essent Retail Energie B.V.,2022,578581000,Tijdelijke overbruggingsregeling compensatie energieprijzen kleinverbruikers 2022,Subsidies
INSTR-121,Technische Universiteit Delft,2022,578360000,Onderwijsdeel wo,Bekostiging
INSTR-122,Gemeente Rotterdam,2024,574984000,Gebundeld inkomensdeel aan gemeenten,Inkomensoverdrachten
INSTR-123,Erasmus Universiteit Rotterdam,2024,573410000,Onderwijsdeel wo,Bekostiging
INSTR-124,Gemeente Groningen,2023,571864000,Algemene uitkering en aanvullende uitkeringen,Bijdrage aan medeoverheden
INSTR-125,Gemeente Eindhoven,2024,566101000,Algemene uitkering,Bijdrage aan medeoverheden
INSTR-126,Metropoolregio Rotterdam Den Haag (MRDH),2022,562060000,Wet Brede Doeluitkering Verkeer en Vervoer,Bijdrage aan medeoverheden
INSTR-127,NS-Reizigers,2024,551903000,Reisvoorziening gift(R),Inkomensoverdrachten
INSTR-128,Gemeente Rotterdam,2023,550866000,Gebundeld inkomensdeel aan gemeenten,Inkomensoverdrachten
INSTR-129,Erasmus Universiteit Rotterdam,2023,549405000,Onderwijsdeel wo,Bekostiging
INSTR-130,Het College van Bestuur van de Radboud Universiteit Nijmegen,2024,545949000,Onderwijsdeel wo,Bekostiging
INSTR-131,Het College van Bestuur van de Vrije Universiteit,2022,545767000,Onderwijsdeel wo,Bekostiging
INSTR-132,Gemeente Tilburg,2024,535571000,Algemene uitkering,Bijdrage aan medeoverheden
INSTR-133,Belastingdienst/Toeslagen,2023,530773000,Lage-inkomensvoordeel,Inkomensoverdrachten
INSTR-134,Ons Middelbaar Onderwijs,2022,530722000,Bekostiging voortgezet onderwijs lumpsum,Bekostiging
INSTR-135,Immigratie- en Naturalisatiedienst,2022,527678000,IND,Bijdrage Agentschappen
INSTR-136,Stichting Radboud Universiteit,2023,526135000,Onderwijsdeel wo,Bekostiging
INSTR-137,Uitvoeringsinstituut werknemersverzekeringen,2023,525403000,Uitvoeringskosten UWV,Bijdrage aan ZBOs en RWTs
INSTR-138,Gemeente Groningen,2022,524273000,Algemene uitkering,Bijdrage aan medeoverheden
INSTR-139,Gemeente Rotterdam,2022,523730000,BUIG,Inkomensoverdrachten
INSTR-140,Gemeente Eindhoven,2023,523149000,Algemene uitkering en aanvullende uitkeringen,Bijdrage aan medeoverheden
INSTR-141,Uitvoeringsinstituut werknemersverzekeringen,2024,520728000,Uitvoeringskosten UWV,Bijdrage aan ZBOs en RWTs
INSTR-142,Erasmus Universiteit Rotterdam,2022,513422000,Onderwijsdeel wo,Bekostiging
INSTR-143,Geanonimiseerde ontvanger(s) van Subsidies (regelingen) voor ISDE kleine apparaten,2023,510696000,ISDE kleine apparaten,Subsidies (regelingen)
INSTR-144,NWO Ned Org Wetensch Onderz,2022,508478000,NWO,Bekostiging
INSTR-145,Uitvoeringsinstituut werknemersverzeke-,2022,507941000,UITVKSTN UWV,Bijdrage ZBO en RWT
INSTR-146,Gemeente Tilburg,2023,501000000,Algemene uitkering en aanvullende uitkeringen,Bijdrage aan medeoverheden
INSTR-147,Stedin Holding N.V.,2023,500000000,Kap. reg. netbeheer,Vermogensverschaffing/-onttrekking 
INSTR-148,Eneco Consumenten,2022,499486000,Tijdelijke overbruggingsregeling compensatie energieprijzen kleinverbruikers 2022,Subsidies
INSTR-149,Het College van Bestuur van de Radboud Universiteit Nijmegen,2022,497593000,Onderwijsdeel wo,Bekostiging
INSTR-150,Geanonimiseerde ontvanger(s) van Inkomensoverdrachten voor Basisbeurs gift (R),2022,494768000,Basisbeurs gift (R),Inkomensoverdrachten
INSTR-151,Universiteit Maastricht,2024,481300000,Onderwijsdeel wo,Bekostiging
INSTR-152,Uitvoeringsinstituut werknemersverzekeringen,2024,479900000,Toeslagenwet,Inkomensoverdrachten
INSTR-153,Gemeenschappelijke Regeling Samenwerkingsverband Noord-Nederland,2022,479617000,"Subsidieregeling (BA blok A, C, E)",Subsidies
INSTR-154,Gemeente Eindhoven,2022,476630000,Algemene uitkering,Bijdrage aan medeoverheden
INSTR-155,Vervoerregio Amsterdam,2023,471827000,Brede doeluitkering verkeer en vervoer Vervoerregio`s,Subsidies (regelingen)
INSTR-156,Gemeente Almere,2024,468141000,Algemene uitkering,Bijdrage aan medeoverheden
INSTR-157,Gemeente Tilburg,2022,465455000,Algemene uitkering,Bijdrage aan medeoverheden
INSTR-158,Belastingdienst/Toeslagen,2024,461658000,Lage-inkomensvoordeel,Inkomensoverdrachten
INSTR-159,Geanonimiseerde ontvanger(s) van Subsidies (regelingen) voor ISDE kleine apparaten,2024,460485000,ISDE kleine apparaten,Subsidies (regelingen)
INSTR-160,Universiteit Maastricht,2023,455766000,Onderwijsdeel wo,Bekostiging
INSTR-161,Sociale Verzekeringsbank,2024,455079000,AIO,Inkomensoverdrachten
INSTR-162,De Vervoerregio Amsterdam,2022,443632000,Wet Brede Doeluitkering Verkeer en Vervoer,Bijdrage aan medeoverheden
INSTR-163,Gemeente Almere,2023,443059000,Algemene uitkering en aanvullende uitkeringen,Bijdrage aan medeoverheden
INSTR-164,Gemeente Nijmegen,2024,440278000,Algemene uitkering,Bijdrage aan medeoverheden
